Mexico/GRO-InDRE-10/2020	-15.60
USA/CA-CZB-13067/2020	-15.70
Canada/un-RIM-1/2020	-15.80
USA/NY-NYCPHL-000314/2020	-16.16
USA/MI-MDHHS-SC21415/2020	-16.45
USA/AZ-TG670268/2020	-16.63
Mexico/GUA-InDRE-19/2020	-16.82
Canada/BC_13297/2020	-17.17
Guadeloupe/IPG-7325/2020	-17.40
USA/NJ-NYGC-NJ-BioR-171-AmpliSeq/2020	-17.50
USA/NE-MP_NCOV20-7681/2020	-17.60
USA/MN-MDH-1688/2020	-17.70
USA/GA_2742/2020	-17.80
Niger/ZR-188/2020	-17.90
USA/OH-ODH-SC35004/2020	-18.00
USA/NY-PRL-2021_03_12_00F20/2021	-18.10
Serbia/Kikinda-000201303/2020	-18.20
Denmark/SSI-01/2020	-18.30
Mexico/GRO-IBT-IMSS-08/2020	-18.40
Canada/BC-BCCDC-165403/2020	-18.50
Mexico/COL-IBT-IMSS-463/2020	-18.60
Mexico/BCN-SEARCH-102933/2020	-18.70
Canada/BC-BCCDC-165401/2020	-18.80
USA/ME-HETL-J0032/2020	-18.90
Mexico/CMX-INMEGEN-04-07-44/2020	-19.00
Panama/335013/2020	-19.10
Panama/GMI-PA344037/2020	-19.20
USA/MT-BHDH-588/2020	-19.31
Mexico/BCS-IBT-IMSS-473/2020	-19.43
USA/NMDOH-2020185052/2020	-19.54
USA/MI-MDHHS-SC20892/2020	-19.66
Mexico/MEX-InDRE-IBT-125/2020	-19.78
Senegal/003/2020	-19.93
USA/SD-UMGC_102/2020	-20.13
Mexico/MEX-InDRE_318/2020	-20.26
USA/NY-PRL-2021_03_15_01H06/2021	-20.67
USA/WI-WSLH-200420/2020	-20.85
USA/WI-WSLH-200502/2020	-20.95
Canada/BC_69243/2020	-21.07
CostaRica/CRV-0009/2020	-21.23
Mexico/YUC-NYGC-8330-20/2020	-21.35
USA/WY-WYPHL-00024/2020	-21.70
Mali/UCRC-68/2020	-21.80
BosniaandHerzegovina/ChVir7361/2020	-21.90
USA/IA-UIHC-MO07/2020	-22.00
Israel/CVL-n896/2020	-22.10
USA/OH-OSUP0112/2020	-22.20
USA/NY-PRL-2021_02_19_00L02/2021	-22.30
Brazil/BA-27/2020	-22.40
USA/LA-SR0299/2020	-22.50
USA/NM-UNM-00009/2020	-22.60
Kuwait/KU09/2020	-22.70
Cyprus/008/2020	-22.80
Mexico/CHP-InDRE_264/2020	-22.90
USA/MA-MGH-01049/2020	-23.00
USA/MD-HP07419-PIDVSYKOWY/2020	-23.10
Panama/GMI-PA1046/2020	-23.20
Belize/CDC-6840/2020	-23.30
Panama/334256/2020	-23.40
USA/KS-KHEL-0506/2020	-23.52
USA/DC-DFS-PHL-0087/2020	-23.63
Panama/GMI-PA461381/2020	-23.74
USA/FL-BPHL-0491/2020	-23.90
USA/CA-CDPH-UC11/2020	-24.00
USA/MD-HP08169-PIDYMSELDJ/2020	-24.15
Canada/Qc-LSPQ-L00241026/2020	-24.30
Mexico/QROO-InDRE-53/2020	-24.43
DominicanRepublic/ICGEB_UNIBE258/2020	-24.53
Panama/GMI-PA395551/2020	-24.65
Mexico/VER-InDRE-IBT-96/2020	-24.75
Panama/340232/2020	-24.87
USA/NY-PRL-2021_03_15_01E18/2021	-25.20
Cameroon/Douala-20V-3045/2020	-25.32
Mexico/CHP-IBT-IMSS-18228-NC/2020	-25.47
Mexico/TLA-InDRE-IBT-73/2020	-25.59
Mexico/ZAC-InDRE-70/2020	-25.87
NorthernMarianaIslands/CDC-2-3831048/2020	-26.20
Serbia/Pancevo-007910104/2020	-26.30
Niger/73/2020	-26.40
USA/NY-PRL-2021_03_12_00F17/2021	-26.50
Mexico/SIN-InDRE-IBT-27/2020	-26.60
USA/NV-NSPHL-A0206/2020	-26.70
Taiwan/TSGH-34/2020	-26.80
Panama/GMI-PA451643/2020	-26.90
NorthMacedonia/883/2020	-27.00
Mexico/PUE-InDRE-05/2020	-27.10
USA/IA-GMF-09911/2020	-27.20
USA/NM-UNM-00374/2020	-27.30
Belize/CDC-6852/2020	-27.40
USA/KS-KHEL-0828/2020	-27.50
Mexico/NL-InDRE_122/2020	-27.60
Indonesia/NT-EIJK14/2020	-27.70
USA/OR-OHSU-2459/2020	-27.80
EquatorialGuinea/253/2020	-27.91
USA/OK-ADDL-04/2020	-28.01
Panama/GMI-PA404250/2020	-28.13
USA/VA-DCLS-1844/2020	-28.25
Panama/335862/2020	-28.39
USA/ID-UNM-IBL_1663/2020	-28.50
USA/WV-WVU-WV118922/2020	-28.62
USA/FL-BPHL-1092/2020	-28.73
Mexico/TAM-InDRE_38/2020	-28.94
USA/VT-21-030491-CR-01/2020	-29.08
Mexico/YUC-NYGC-29536-20/2020	-29.22
USA/KY-KSPHL-100203/2020	-29.34
USA/OH-ODH-SC0022062/2020	-29.57
USA/CT-Yale-1628/2020	-29.78
USA/TX-HMH-MCoV-36329/2020	-29.89
USA/WV-WVU-WV118676/2020	-30.11
Guatemala/ASI01043/2020	-30.25
Belarus/MI-RII-MH11337S/2020	-30.47
Mexico/SON-InDRE_34/2020	-30.59
USA/VT-21-030606-CR-01/2020	-30.74
Venezuela/3NE/2020	-30.90
USA/NY-PRL-2021_03_12_00O20/2021	-31.00
CostaRica/HNN-0356/2020	-31.10
USA/HI-H200057/2020	-31.20
CostaRica/INC-0106/2020	-31.30
USA/VT-CDC-2-4044523/2020	-31.40
USA/MI-UM-10035849697/2020	-31.50
Guadeloupe/IPG-7333/2020	-31.60
USA/NY-PRL-2021_03_11_00L05/2021	-31.70
USA/HI-H200391/2020	-31.80
CostaRica/INC-0080/2020	-31.90
CostaRica/HNN-0348/2020	-32.00
Ecuador/USFQ-131/2020	-32.10
USA/SC-MCRDPI_20_3383-T56/2020	-32.20
Panama/GMI-PA341363/2020	-32.30
Mexico/CMX-INER-0138/2020	-32.40
Bahamas/33830/2020	-32.50
Panama/333694/2020	-32.60
USA/KS-KHEL-0653/2020	-32.71
USA/TX-HMH-MCoV-11707/2020	-32.81
USA/WI-GMF-01901/2020	-32.96
Panama/337640/2020	-33.11
Mexico/PUE-InDRE_381/2020	-33.24
USA/WI-GMF-17921/2020	-33.37
Palestine/34/2020	-33.50
Finland/FIN-25/2020	-33.61
USA/NY-PRL-2021_03_15_01C20/2021	-33.76
USA/NY-PRL-2021_03_15_01F10/2021	-33.86
USA/NY-PRL-2021_03_02_00L08/2021	-33.99
Somalia/CV1182/2020	-34.11
Guatemala/ASI01052/2020	-34.22
USA/TX-DSHS-1320/2020	-34.36
Panama/GMI-PA346781/2020	-34.47
CostaRica/CRV-0016/2020	-34.60
SouthKorea/S2/2020	-34.72
Mexico/MIC-IBT-IMSS-459/2020	-34.94
USA/CO-CDPHE-2003150206/2020	-35.08
Guatemala/ASI01031/2020	-35.26
USA/UT-UPHL-2012391352/2020	-35.38
Guatemala/ASI01037/2020	-35.50
USA/TN-CDC-4023986-001/2020	-35.66
Bangladesh/G-38/2020	-35.77
GuineaBissau/74LNSPGB/2020	-35.88
USA/NY-PRL-2021_03_12_00O13/2021	-36.04
USA/MA-Broad_UMMS-00199/2020	-36.19
USA/NY-PRL-2021_03_15_01I13/2021	-36.32
USA/NY-PRL-2021_03_11_00D06/2021	-36.50
USA/ME-HETL-J1439/2021	-36.60
Taiwan/TSGH-26/2020	-36.70
Panama/GMI-PA369169/2020	-36.80
Bahrain/090000572_S16_L001/2020	-36.90
Malaysia/5815/2020	-37.00
USA/IL-IDPH-COO-C-000824/2020	-37.10
USA/WI-GMF-01047/2020	-37.20
Mexico/CMX-INMEGEN-04-07-369/2020	-37.30
Lithuania/MR-LUHS-Eilnr192/2020	-37.40
Guadeloupe/IPG-7334/2020	-37.50
USA/NY-PRL-2021_03_11_00C23/2021	-37.60
Uganda/UG053/2020	-37.70
Iraq/USAFSAM-S080/2020	-37.80
USA/NY-PRL-2021_02_17_00M09/2021	-37.90
Canada/NL-NML-2425/2020	-38.00
USA/NY-PRL-2021_02_26_00D05/2021	-38.10
USA/NY-PRL-2021_03_03_00M04/2021	-38.20
USA/NV-NSPHL-A0205/2020	-38.30
USA/GA-CDC-5108/2020	-38.40
Mexico/JAL-UANL-002/2020	-38.50
CostaRica/INC-0046/2020	-38.60
USA/TN-CDC-4023987-001/2020	-38.70
Cambodia/Kunming_kms-2/2020	-38.80
Canada/NS-NML-5519/2020	-38.90
USA/NJ-QDX-2250/2020	-39.00
USA/WI-UW-748/2020	-39.10
USA/AK-PHL868/2020	-39.20
Canada/ON-UHTC-0189/2020	-39.31
Panama/334280/2020	-39.41
Uganda/UG047/2020	-39.51
USA/NY-PRL-2021_03_15_01F07/2021	-39.62
USA/NY-PRL-2021_03_15_01G06/2021	-39.74
USA/NY-PRL-2021_03_12_00A21/2021	-39.84
Mexico/BCN-InDRE_FB12598_S1716/2021	-40.00
Mexico/DUR-InDRE-IBT-109/2020	-40.15
USA/NY-PRL-2021_03_15_01G10/2021	-40.32
Morocco/6893/2020	-40.45
USA/NY-PRL-2021_03_12_00P22/2021	-40.56
Panama/GMI-PA380508/2020	-40.72
USA/AR-QDX-4478/2020	-40.83
USA/OK-USAFSAM-S242/2020	-40.99
USA/TN-UT2055/2020	-41.10
Mexico/BCN-SEARCH-102973/2020	-41.21
USA/NY-PRL-2021_03_11_00I02/2021	-41.34
CostaRica/INC-0101/2020	-41.49
USA/GA-MDHHS-SC21741/2020	-41.60
PapuaNewGuinea/13/2020	-41.76
Kenya/S304/2020	-41.88
Mexico/DUR-InDRE-09/2020	-41.98
env/USA/MT-BWRF-0327/2020	-42.10
USA/WI-WSLH-200635/2020	-42.25
Panama/GMI-PA437023/2020	-42.36
USA/NY-PRL-2021_03_11_00C07/2021	-42.51
USA/WV-WVU-WV118934/2020	-42.62
Canada/ON-UHTC-0296/2020	-42.72
Mexico/CMX-INMEGEN-04-07-01/2020	-42.95
USA/NY-PRL-2021_03_12_00G16/2021	-43.15
Canada/QC-HSE-0084069930/2020	-43.30
USA/IN-SRL_254602760/2020	-43.40
Mexico/OAX-InDRE_267/2020	-43.50
USA/AL-CDC-3928707-001/2020	-43.60
USA/TN-CDC-4023979-001/2020	-43.70
USA/NY-PRL-2021_03_15_01I02/2021	-43.80
USA/GA-CDC-5113/2020	-43.90
USA/AL-P44e/2020	-44.00
USA/NY-PRL-2021_03_12_00L17/2021	-44.10
Mexico/NLE-InDRE-59/2020	-44.20
USA/NV-QDX-4468/2020	-44.30
USA/NE-007-17/2020	-44.40
USA/NY-PRL-2021_03_12_00C18/2021	-44.50
Ecuador/EC-M-48776/2020	-44.60
CzechRepublic/IAB20_006_47/2020	-44.70
Canada/NB-NML-16960/2021	-44.80
Canada/NS-NML-5509/2020	-44.90
USA/NY-PRL-2021_03_12_00G07/2021	-45.00
Russia/StPetersburg-RII11251S/2020	-45.10
USA/NY-PRL-2021_03_15_01N12/2021	-45.20
Canada/ON-UHTC-0278/2020	-45.31
Rwanda/NRLNAT2055/2020	-45.41
USA/MT-Walk-15/2020	-45.51
USA/NY-PRL-2021_02_17_00H10/2021	-45.66
USA/NY-PRL-2021_03_02_00N16/2021	-45.78
SriLanka/CDR503/2020	-45.89
Zambia/ZMB-230/2020	-46.00
USA/NY-PRL-2021_02_19_00B21/2021	-46.10
Mexico/CAM-InDRE-IBT-33/2020	-46.21
Togo/BMC-15154-20/2020	-46.33
Slovenia/89/2020	-46.44
Mexico/GUA-InDRE_338/2020	-46.54
PapuaNewGuinea/8/2020	-46.67
USA/NY-PRL-2021_03_12_00K16/2021	-46.78
USA/NY-PRL-2021_03_11_00J05/2021	-46.94
USA/NY-PRL-2021_03_12_00D08/2021	-47.05
Venezuela/12MZ/2020	-47.16
USA/AZ-TG395899/2020	-47.26
USA/NY-PRL-2021_03_15_01E10/2021	-47.43
Mexico/CAM-IBT-IMSS-426/2020	-47.54
Ghana/84182_S43/2020	-47.65
USA/NY-PRL-2021_03_15_01K19/2021	-47.84
USA/ND-NDDH-3379/2020	-47.95
USA/NY-PRL-2021_03_15_01N07/2021	-48.06
USA/DE-USAFSAM-S225/2020	-48.16
USA/TN-VUMC-000265/2020	-48.33
USA/NY-PRL-2021_03_11_00D10/2021	-48.45
Mexico/NLE-UANL-008/2020	-48.55
USA/ND-NDDH-0014/2020	-48.67
USA/DC-DFS-PHL-0076/2020	-48.79
USA/NY-PRL-2021_02_17_00L07/2021	-48.92
USA/WI-UW-702/2020	-49.12
USA/KS-QDX-3375/2020	-49.23
Panama/GMI-PA369170/2020	-49.40
Slovenia/LabVir-2531/2020	-49.56
USA/NY-PRL-2021_03_12_00E02/2021	-49.66
USA/NY-PRL-2021_03_11_00E02/2021	-49.77
USA/NY-CUIMC-NP-5320/2021	-49.97
USA/TX-HMH-MCoV-46047/2020	-50.10
USA/HI-H200459/2020	-50.20
USA/IA-9200064941/2020	-50.30
USA/NE-CDC-2-3769186/2020	-50.40
USA/NY-PRL-2021_02_17_00L01/2021	-50.50
USA/RI-RKL_006_20-053948_Mako_Medical/2020	-50.60
Bolivia/SAN-UPCH-1076/2020	-50.70
Mexico/MOR-InDRE_118/2020	-50.80
Uganda/UG056/2020	-50.90
USA/MS-USAFSAM-S376/2020	-51.00
Mexico/MIC-InDRE_390/2020	-51.10
USA/NY-PRL-2021_03_15_01H12/2021	-51.20
Canada/NS-NML-5514/2020	-51.30
USA/KS-KHEL-0736/2020	-51.40
Russia/PEN-RARI-953/2020	-51.50
Canada/ON-SC0239/2020	-51.60
Mexico/CMX-INER-0097/2020	-51.70
USA/NY-PRL-2021_03_12_00B11/2021	-51.80
BosniaandHerzegovina/VFS-UNSA-LMGFI004/2020	-51.90
Canada/SK-NML-17324/2020	-52.00
USA/NC-UNC-LCCC0107/2020	-52.10
CostaRica/03/2020	-52.20
Guatemala/ASI01026/2020	-52.30
USA/CA-UCSC-758/2020	-52.40
USA/NY-PRL-2021_03_15_01I12/2021	-52.50
Ecuador/EC-R-65804/2020	-52.60
USA/NY-PRL-2021_02_22_00D24/2021	-52.70
Morocco/FMP-208/2020	-52.80
USA/NY-NA-20-134/2020	-52.90
EquatorialGuinea/23265/2020	-53.03
Panama/GMI-PA369143/2020	-53.15
USA/UT-UPHL-2012694228/2020	-53.25
USA/NY-PRL-2021_03_12_00M14/2021	-53.36
USA/NY-Wadsworth-192866-01/2020	-53.50
Fiji/FJ008/2020	-53.60
USA/NY-PRL-2021_02_17_00I06/2021	-53.70
USA/NE-CUMC-20237096/2020	-53.82
USA/NY-CUIMC-NP-5789/2021	-53.95
USA/MO-CDC-3979564-001/2020	-54.08
USA/NY-PRL-2021_03_15_01M16/2021	-54.18
USA/GA-EHC-478L/2020	-54.29
USA/NY-PRL-2021_03_02_00C20/2021	-54.43
Bahrain/BAH-20/2020	-54.60
USA/NY-PRL-2021_03_11_00C17/2021	-54.75
USA/IL-LCH-0092/2020	-54.88
USA/NY-PRL-2021_03_12_00I13/2021	-54.99
USA/NY-PRL-2021_02_19_00M24/2021	-55.13
NorthernMarianaIslands/MP-CDC-2-3831039-/2020	-55.24
Paraguay/33627/2020	-55.36
DominicanRepublic/Yale-2290/2020	-55.48
USA/NY-PRL-2021_03_15_00F04/2021	-55.60
USA/NY-PRL-2021_03_15_00J10/2021	-55.72
USA/CT-Yale-1336/2020	-55.88
NewZealand/20VR3038/2020	-56.06
USA/NV-NSPHL-A0132/2020	-56.17
HongKong/HKPU76-0802/2020	-56.31
USA/DE-DHSS-F979745/2020	-56.41
USA/NY-PRL-2021_02_15_01F08/2021	-56.56
USA/CO-CDPHE-2010223072/2020	-56.68
Switzerland/SG-ETHZ-130013/2020	-56.83
Ukraine/203100360/2020	-56.95
USA/NY-PRL-2021_03_15_01K02/2021	-57.13
USA/NY-PRL-2021_03_15_01F15/2021	-57.25
Sweden/01_SE100_21CS508592/2020	-57.40
USA/NY-PRL-2021_03_12_00C07/2021	-57.50
USA/NY-PRL-2021_03_12_00J21/2021	-57.60
USA/NY-PRL-2021_03_11_00D20/2021	-57.70
Malaysia/IMR-WI120/2020	-57.80
USA/NY-PRL-2021_03_12_00E08/2021	-57.90
USA/NY-PRL-2021_02_17_00I02/2021	-58.00
CostaRica/INC-0094/2020	-58.10
USA/NY-PRL-2021_02_22_00N16/2021	-58.20
USA/NY-PRL-2021_02_19_00G04/2021	-58.30
USA/NY-PRL-2021_03_12_00B07/2021	-58.40
USA/NY-PRL-2021_03_11_00E20/2021	-58.50
Mexico/TAM-InDRE_253/2020	-58.60
USA/NY-PRL-2021_03_12_00M12/2021	-58.70
Mexico/YUC-NYGC-38495-20/2020	-58.80
Slovakia/13537-VHU4684/2020	-58.90
USA/MO-CDC-2-3714256/2020	-59.00
Latvia/025/2020	-59.10
Canada/SK-NML-17353/2021	-59.20
USA/NY-PRL-2021_03_11_00E23/2021	-59.30
Ecuador/ZZ-SARS-2/2020	-59.40
Croatia/Zagreb-1/2020	-59.50
USA/NY-PRL-2021_02_19_00A21/2021	-59.60
USA/NY-PRL-2021_02_17_00L02/2021	-59.70
USA/TN-QDX-3394/2020	-59.80
Ukraine/Chernivtsi_860/2020	-59.90
USA/WV-WVU-WV118930/2020	-60.00
USA/HI-H200158/2020	-60.10
USA/NY-PRL-2021_02_17_00L03/2021	-60.20
USA/MA-UW-673/2020	-60.30
Mexico/JAL-InDRE_313/2020	-60.41
Panama/GMI-PA427748/2020	-60.52
Canada/BC-BCCDC-27216/2021	-60.62
USA/SC-DHEC-0099/2020	-60.74
Canada/QC-JOL-S1263043UW/2020	-60.86
USA/NY-PRL-2021_02_17_00H11/2021	-60.97
USA/AR-USAFSAM-S100/2020	-61.09
Canada/NL-NML-2419/2020	-61.27
Thailand/Bangkok-0088/2020	-61.39
USA/NY-PRL-2021_03_15_01N16/2021	-61.59
Panama/337660/2020	-61.71
Belize/BZ-CML-TCMC-BZ018-1120/2020	-61.85
USA/NY-PRL-2021_03_15_01N17/2021	-61.99
USA/NY-PRL-2021_03_11_00F07/2021	-62.09
USA/NY-PRL-2021_03_15_01L21/2021	-62.20
USA/NY-PRL-2021_03_11_00C16/2021	-62.31
USA/NY-PRL-2021_03_11_00C09/2021	-62.44
Switzerland/BL-UHB-42169310/2020	-62.55
USA/NY-PRL-2021_03_12_00L08/2021	-62.71
USA/NY-CUIMC-NP-4075/2021	-62.86
USA/NY-PRL-2021_03_11_00O07/2021	-63.08
Ireland/LH-NVRL-20IRL26172/2020	-63.19
USA/NY-PRL-2021_03_11_00D19/2021	-63.33
USA/NY-PRL-2021_03_11_00L17/2021	-63.47
USA/NY-PRL-2021_03_11_00J08/2021	-63.60
USA/NY-PRL-2021_03_15_00D05/2021	-63.76
USA/NY-PRL-2021_02_19_00D01/2021	-63.87
USA/MS-UT2043/2020	-63.99
Panama/335903/2020	-64.11
Ireland/D-NVRL-20IRL27755/2020	-64.22
Guatemala/GUA-LNS-47758/2020	-64.39
USA/AL-USAFSAM-S268/2020	-64.50
USA/NY-PRL-2021_03_01_00H20/2021	-64.60
USA/NY-PRL-2021_03_11_00B13/2021	-64.70
USA/AK-PHL6680/2020	-64.80
USA/NY-PRL-2021_03_12_00D07/2021	-64.90
USA/WA-S2626/2020	-65.00
USA/NY-PRL-2021_03_15_01D04/2021	-65.10
USA/MD-HP08930-PIDBJDPJZJ/2020	-65.20
USA/NY-PRL-2021_03_15_01N10/2021	-65.30
ElSalvador/INS-01/2020	-65.40
USA/NY-PRL-2021_03_12_00C08/2021	-65.50
Croatia/Zagreb-5/2020	-65.60
USA/TX-DSHS-4559/2020	-65.70
USA/NY-PRL-2021_03_12_00G14/2021	-65.80
Mexico/SLP-InDRE_288/2020	-65.90
USA/SD-SDPHL-0004/2020	-66.00
USA/MN-MDH-1565/2020	-66.10
Canada/SK-RRPL9499/2020	-66.20
USA/NY-PRL-2021_03_12_00L09/2021	-66.30
Canada/BC-BCCDC-7758/2020	-66.40
USA/NY-Wadsworth-21017904-01/2020	-66.50
Mexico/CMX-INMEGEN-04-07-361/2020	-66.60
Mexico/MIC-InDRE_191/2020	-66.70
USA/NM-UNM-02152/2020	-66.80
Rwanda/NRLNAT2009/2020	-66.91
Mexico/SON-InDRE_330/2020	-67.01
Canada/AB-ABPHL-19576/2021	-67.11
Turkey/IST-GLAB-114/2020	-67.21
USA/MT-BHDH-3182/2020	-67.32
USA/NY-NP-4117/2021	-67.42
USA/NY-NP-4909/2021	-67.52
USA/NY-NP-4142/2021	-67.63
USA/ME-HETL-J0112/2020	-67.75
USA/NY-PRL-2021_03_12_00A07/2021	-67.88
USA/NY-PRL-2021_03_15_01M09/2021	-68.01
USA/NY-PRL-2021_02_26_01F07/2021	-68.13
USA/NY-PRL-2021_03_11_00C10/2021	-68.27
USA/NY-NP-3987/2020	-68.38
USA/NJ-NYGC-NJ-BioR-243-AmpliSeq/2020	-68.51
USA/NY-PRL-2021_03_15_01P15/2021	-68.62
USA/NY-PRL-2021_03_15_00D03/2021	-68.74
Greece/AUTH_5/2020	-68.87
USA/NY-PRL-2021_03_11_00F03/2021	-68.98
USA/CT-Yale-362/2020	-69.10
Zimbabwe/ZW-15925/2020	-69.24
CostaRica/INC-0126/2020	-69.36
USA/NY-PRL-2021_03_11_00H22/2021	-69.47
USA/OR-OHSU-2667/2020	-69.60
USA/UT-UPHL-2009689/2020	-69.71
Switzerland/BS-UHB-42221337/2020	-69.86
USA/NY-PRL-2021_03_15_00E01/2021	-69.98
USA/NY-PRL-2021_03_15_01M12/2021	-70.10
USA/NY-PRL-2021_02_22_00M15/2021	-70.27
USA/NY-PRL-2021_03_15_01K11/2021	-70.43
Belize/CML-7/2021	-70.54
Switzerland/BS-UHB-42236444/2020	-70.65
USA/NY-PRL-2021_02_19_00D19/2021	-70.83
USA/NY-PRL-2021_03_11_00K10/2021	-70.94
USA/NY-PRL-2021_03_11_00G15/2021	-71.05
USA/NY-PRL-2021_03_15_01J11/2021	-71.16
Ecuador/USFQ-553/2020	-71.26
USA/NY-Wadsworth-282098-01/2020	-71.37
USA/NY-NP-5113/2021	-71.49
USA/NY-PRL-2021_03_15_01M24/2021	-71.59
USA/NY-PRL-2021_03_15_01J07/2021	-71.74
Mexico/SLP-UASLP-AH1COV2SS024_S13/2020	-71.87
USA/NY-PRL-2021_03_15_01P16/2021	-71.98
USA/NY-NP-3698/2020	-72.12
Ireland/D-U-MAY-000251/2020	-72.26
USA/NY-PRL-2021_03_11_00D07/2021	-72.37
USA/NY-PRL-2021_03_11_00I07/2021	-72.47
USA/NY-CUIMC-NP-5660/2021	-72.57
USA/NY-PRL-2021_03_11_00O20/2021	-72.68
USA/NY-MSHSPSP-PV16548/2020	-72.80
Croatia/Zagreb-22/2020	-72.90
USA/NY-PRL-2021_03_12_00L11/2021	-73.00
Myanmar/99555-20/2020	-73.10
USA/OK-CDC-2-3693469/2020	-73.20
CostaRica/INC-0108/2020	-73.30
Slovakia/17493-VHU5689/2020	-73.40
USA/NY-PRL-2021_03_15_00E03/2021	-73.50
USA/NY-PRL-2021_03_11_00D02/2021	-73.60
USA/NJ-NYGC-NJ-BioR-635-QIAseq/2020	-73.70
USA/NY-PRL-2021_02_17_00L14/2021	-73.80
CostaRica/INC-0143/2020	-73.90
USA/MN-MDH-1652/2020	-74.00
Paraguay/33612-R2/2020	-74.10
USA/NY-PRL-2021_03_12_00H08/2021	-74.20
USA/NY-PRL-2021_02_19_01E23/2021	-74.30
USA/NY-PRL-2021_03_15_01J20/2021	-74.40
USA/MS-CDC-6563/2020	-74.50
USA/NY-PRL-2021_03_15_01L13/2021	-74.60
Sweden/20-07691/2020	-74.70
Kazakhstan/9715/2020	-74.80
UnitedArabEmirates/1862/2020	-74.90
USA/CA-LACPHL-AE00023/2020	-75.00
USA/ID-IBL-632811/2020	-75.10
USA/NY-PRL-2021_03_12_00N07/2021	-75.20
USA/NY-PRL-2021_02_17_00N08/2021	-75.30
CostaRica/INC-0212/2021	-75.40
Mexico/AGS-InDRE-78/2020	-75.50
USA/NY-PRL-2021_03_12_00I05/2021	-75.60
USA/WA-UW-10230/2020	-75.71
USA/VA-DCLS-1838/2020	-75.81
Mexico/GUA-InDRE_296/2020	-75.91
Canada/ON-UHTC_0208/2020	-76.01
USA/NY-PRL-2021_03_11_00E22/2021	-76.12
USA/NY-NP-5197/2021	-76.22
USA/NY-CUIMC-NP-5650/2021	-76.32
USA/OH-ODH-SC0067070/2020	-76.43
USA/NY-NP-4666/2021	-76.53
Indonesia/JK-LIPI026/2020	-76.64
USA/NY-CUIMC-NP-5364/2021	-76.74
Ghana/nCoV-TRA-1100/2021	-76.85
SierraLeone/KGH-G-8790/2020	-76.95
USA/NY-PRL-2021_03_11_00F22/2021	-77.07
Portugal/PT2921/2020	-77.21
Portugal/PT0141/2020	-77.35
Ireland/LK-UHL13/2020	-77.47
USA/NY-PRL-2021_03_15_01L16/2021	-77.57
USA/NY-PRL-2021_03_01_01I07/2021	-77.70
SaudiArabia/KAUST-RIYADH1256/2020	-77.81
USA/NY-PRL-2021_03_12_00A16/2021	-77.92
